	Fabp_1	Fabp_2	Fabp_3	Fabp_4	KrasG12D_1	KrasG12D_2	KrasG12D_3	KrasG12D_4
TRPM4	1730.802171	2224.315558	1979.938882	1499.284918	1938.946168	2713.468209	2115.046383	2795.879829
CD160	28.33036347	44.19647878	32.90109188	16.04693994	14.50517167	45.98048933	8.624471248	10.49225763
VILL	87.3457352	34.99806507	57.33212778	98.34906854	329.2966329	233.4886711	791.8155269	467.3277456
FOXP3	2.834620157	1.799692822	2.332624336	1.840945168	4.101249269	3.584875982	0	2.823789868
BACH2	38.59102625	32.50974522	53.41711693	44.06367505	70.6599768	41.27251779	104.6224719	86.446432
CDK6	530.3878312	282.6049938	255.8990281	277.631304	188.3102265	214.7466963	154.4291973	306.4415141
IL7	85.6024569	56.1903647	81.82269865	163.0693931	204.927293	163.751035	373.1622786	211.9548926
MANEA	319.0633493	321.4516912	381.0779949	342.3163696	325.929167	288.7749025	681.9104145	283.6131831
TLR8	1.910178576	3.107294854	2.164608877	1.264919897	21.34924307	3.34843149	0	0
C3AR1	11.72381674	19.5477004	13.61391553	9.984912478	13.89308109	33.00125114	3.871834897	10.25008546
CD79B	4.721478959	95.36470409	138.2893713	135.9131142	111.720132	23.33779307	170.9750769	23.17850782
HESX1	0	0	8.073594212	3.622577204	9.535373826	0	0	4.62923395
REPS2	626.9999182	537.3700026	705.8234994	603.9104564	733.6453265	790.625902	1209.045851	983.9234539
CCR6	1.100075089	6.209794254	13.74856914	13.57495145	6.029530192	3.409723733	19.33554923	4.327777407
ASGR2	0	0	0	2.646686151	1.242963301	0	1.496152321	0
LAMP3	0	0	1.122070437	0.882783484	0	0.943607905	2.636080426	0
RRP9	168.4159421	188.6727538	147.8867529	179.3629828	173.7915341	202.0551424	118.8405433	171.9315495
IRF8	1381.741622	2615.134196	2064.538762	1961.103151	960.447228	1230.257717	1016.727034	651.6139056
KIRREL	11.2192862	8.870030907	7.997105174	12.75465791	13.83402564	3.718089859	12.62275193	5.56733594
RASSF4	286.0312342	536.6936738	456.0556619	373.2391347	128.1186483	237.5882122	38.55947152	73.04864372
TREM1	1.073469679	2.148476323	1.323844271	0	1.714204262	1.088233538	0	0
UBASH3A	0.752688084	7.733992896	8.258769241	14.80024785	6.926414841	5.759787181	6.08616461	2.227920507
GRAP2	14.88055012	46.88519006	44.3836809	30.86544792	35.28038098	50.21530004	30.60053492	16.70636278
GZMK	9.306283905	16.99717508	3.475597741	7.162347154	10.92183589	23.04522418	11.1811495	2.765242092
FAIM3	1.474111985	26.24186273	53.0497439	47.86869015	30.11823299	12.68438888	90.86296062	16.34189117
ABCB4	10.2518879	7.088941246	6.868069703	8.102242583	6.407550166	8.421430984	28.16964685	3.673401431
PBXIP1	1535.319069	1304.107323	1341.530599	1615.351871	1252.964044	1076.582591	1417.552561	1351.58292
NPL	2.740510693	9.042785977	17.80818196	7.058450447	7.763456366	11.03871336	1.258105731	5.402311427
PTGIR	0	0.927771034	2.983914382	3.790325262	0	2.938977507	0	0
HIC1	22.43141933	31.44048915	49.6532846	19.85872981	43.3731187	29.59503761	21.17850222	10.10604251
FAM124B	1.848240196	0.885369587	2.287448085	1.820522991	2.147991395	0.940688957	0	0
ADAMTS3	0.945316817	6.993417899	3.456029841	5.424002166	1.072252746	1.863817525	0	0.9180722
CCR10	7.609416087	10.693249	13.82607686	7.343585454	3.184546517	15.55346325	3.647464132	4.723566517
TNIP3	63.3274716	145.525023	188.0754299	532.6111592	403.0537569	126.9954447	583.7400865	246.9819812
DSC1	0	0	0	0	0	0.939960159	0	6.375567976
TLR7	3.338012501	5.985955314	13.2362416	7.384081372	5.117806404	81.28032328	9.972398394	0.678636872
S1PR5	0.974841565	0	0	0	0	0.936919763	1.213246195	0
FPR1	0.916291926	1.774357826	2.285923043	0	0	4.660764901	1.275620421	0.931727651
ADRB2	13.06627243	10.52435611	12.607784	27.26079735	27.81367698	4.638869685	42.20577229	7.392707316
ZFP36L2	3804.3498	2205.407158	2092.045599	2302.280789	2764.526906	2193.906949	2756.418977	3337.35707
PTPRCAP	27.63852355	86.53267576	58.74251987	51.25801837	60.59323573	55.05061192	50.89771457	20.89345014
STXBP6	271.1244362	327.8217386	233.1872033	373.6661968	352.1833181	235.9362098	431.1932196	354.8971189
MROH7	1.031749927	0.946533382	2.29840191	2.942616178	3.251835441	4.833296888	5.462256797	4.761564193
CXCR5	4.678510805	31.53544388	39.1322093	50.80403785	67.17205655	17.66594644	66.45144003	10.17616546
KCNA3	2.973972378	3.547900438	5.840431259	0.919373041	1.064175181	5.498546949	4.73474189	0
GNG7	5.544480396	8.042751069	6.860187675	10.92860462	1.064953749	0.932312274	6.25530734	1.872488956
BCL11B	244.9724195	186.955028	170.3217187	193.0094159	169.1234171	215.4510821	191.8652332	176.0293105
FAM212B	5.588397567	3.82366126	5.918671445	3.819584183	1.847013002	1.620396627	0	0
CXCR6	17.40259982	57.79821937	32.94211902	24.33678293	34.41568067	56.82164204	24.92708309	21.30765475
EFNA5	0	2.637167163	0	0	0	0	0	0.919173357
CCR2	14.82946088	32.78025212	30.47818566	15.83215912	28.0325682	58.91032821	15.56256493	17.69897538
C5AR1	9.137467714	17.83461372	11.41753475	5.533111159	11.54268663	8.461371071	5.033777245	0.938865741
MMP12	8.136071651	18.45786891	10.8976621	21.28832828	7.648077309	35.37428599	10.39784095	10.0379467
ANKRD55	0	1.87287286	0.729313602	1.563902427	0	0	2.177237594	0
GPR171	17.80874924	19.43187923	17.11218625	19.97529793	23.39894324	16.2963801	7.890555545	8.239294417
FZD2	41.82890746	48.27941044	25.39293604	38.52713194	6.337033807	18.47984788	8.499085141	6.564793349
GPR18	11.14685127	36.23221827	33.08529169	24.50055614	13.90557039	22.4340879	26.60620892	7.431089257
P2RY10	11.25395592	39.62458672	47.31411774	28.70948316	30.25474626	37.69727125	42.83613044	10.66058887
RGS13	162.6530618	104.690344	96.72597884	77.62702231	121.6588278	68.83039659	75.69167262	150.9708695
GPR183	7.383243045	9.622539803	15.97145182	23.41215192	17.11546469	12.22741613	24.5182411	8.358112098
FFAR2	270.5788225	130.3335204	66.90212813	175.3237284	127.4011128	158.3103141	124.6366309	167.7767361
SEC31B	16.71203399	6.490767732	3.60982938	3.582656317	0	2.920092778	2.350090157	15.87772176
FPR2	1.05923889	2.174430548	3.644741945	6.434135649	1.248281109	1.501760828	1.534628881	1.081175731
PLEKHG3	369.1018828	65.15789161	171.5291813	266.1394652	601.2869303	462.9628113	596.0994994	528.0286518
HRH1	274.2221573	199.3076459	369.2634139	292.7592888	601.2061839	372.2417996	727.2167602	460.6183644
CREB5	0	0	0	0	1.070189773	0	0	0.918600382
BRSK2	0.934277844	1.353801048	3.398579441	0	1.987905135	0	3.496124075	0.6330538
FES	89.28951822	83.69364931	67.60894002	85.33105828	0	66.6181645	188.5535821	85.93823393
CEACAM3	0	0	1.146738634	0	1.074330738	0	0	0
SLAMF8	6.572329133	14.00753539	9.129810287	6.374360796	11.83953648	26.96420086	7.584600521	2.776098335
TNFAIP6	0.900462526	1.756616584	1.139430452	0.91374755	0	0	1.322599405	0.918221518
TGM5	6.478575689	14.93236208	21.65401588	20.76053291	41.48299692	42.44529023	91.30012498	26.43397331
DPEP2	2.621671405	1.935847316	3.796642102	2.381801247	3.552543448	5.114932669	0	1.022442774
MAST1	7.950851336	6.586997708	2.148010431	3.120582558	4.93126971	1.710257204	6.825146514	2.565426763
CD8A	40.57006542	130.0590792	134.1885449	49.07937283	75.64379202	160.0820498	26.37505338	27.6410349
GZMM	3.724890425	5.32573835	0	1.82743305	3.18347214	3.706166153	2.519126225	3.719860792
TXK	0	18.56566375	24.05231978	0	0	0	0	0
NAALADL1	1607.457185	410.741083	1071.052007	319.9188834	97.67008167	79.52074696	66.75421398	118.3131554
IFNG	0	6.149731008	3.417683774	2.675906296	2.131338045	3.815608938	1.301625822	0.903035877
DACH1	32.92562764	31.91477021	17.07491757	13.58556199	6.387861858	9.489212438	3.834666033	10.1900771
NOD2	79.53991515	71.17855323	66.30112612	81.09900529	68.58568304	74.12260628	68.64982689	30.70288566
COL8A2	1.864892863	0	0	0.920514773	0	0.924013205	0	0
SKAP1	12.25847633	35.82035809	20.70996118	19.64660948	20.34337874	31.5597991	20.84382638	8.815530186
COLQ	0	7.963838332	11.39401267	7.274608522	8.524087127	0.930576945	17.69881735	1.856363648
SPOCK2	12.16675104	15.97567286	19.42901142	8.201271099	12.73172079	10.24494243	13.81882916	5.587166676
HIST1H2BG	11.62571461	34.08092124	36.19769119	7.311620207	25.4743077	11.98699021	39.36666647	21.14283801
OSM	0	0	2.310100375	2.746131089	0	2.812408138	1.242901163	0
NFE2	2.361302726	1.134505676	2.929056834	1.873673396	3.771301421	1.301956828	3.221719848	5.503694743
RCAN3	466.4969922	253.7744814	354.7506406	419.0052483	391.7723937	335.4441329	489.9484644	554.4942286
KCNG2	0	0	1.159630809	0	1.062386885	0	0	0
ATP8B4	7.579908791	4.912363402	2.11930348	4.199478269	2.964183738	10.52934766	3.636383365	2.412036285
CXCL11	7.522283849	2.040383402	1.3195449	10.35659183	18.92806324	17.03381074	55.8415844	24.16013745
GPR97	0.931895545	1.772069667	0	0	0	0	0	0
ATHL1	314.7177679	233.6791562	291.1586572	248.8698815	278.5341811	304.7975715	600.679967	290.8935041
ICA1	435.067671	216.9962914	276.3164478	412.8012542	373.6305034	168.7845071	523.7545665	533.1284183
ARHGAP22	6.622705564	3.824415069	2.396626089	7.333837439	10.25544874	3.175471994	2.540684196	3.822583526
CST7	9.229187494	18.38620872	24.01940988	5.471460548	15.07282649	18.64572364	12.74529626	5.564856683
IL2RB	66.52659745	95.74502724	81.7490248	50.70808223	71.12356545	102.8299328	55.13467191	26.90557911
ZBTB10	426.2159858	282.7733872	337.1237729	283.9531082	380.68706	361.4459749	245.7973374	462.8059419
HIST1H2AE	81.55825193	6.11155049	42.23293353	72.38083109	52.30642902	11.6503184	5.776963072	3.829971077
SP140	79.86177592	218.5846445	193.490485	413.1922739	117.7589159	61.9954869	320.3140216	16.03721945
CCL19	0.991173862	0	3.829707014	1.889814802	3.390037598	0.960466358	2.543349802	0
RASGRP3	7.348711264	32.13942119	55.7437274	50.59055679	39.50698332	15.17860514	48.43751999	17.47231774
TREML2	1.861798092	6.113362306	15.85047294	15.47911568	16.0221035	0	16.94518095	0.918338033
PTGDR	0.929859836	0	1.14606274	0	1.071552733	1.887676185	0	0
LST1	8.437364135	16.73429225	5.748375322	4.532818713	17.14538796	9.331902717	11.39969941	6.421819932
PLEKHF1	38.25696541	39.57428948	18.25538732	18.15553118	12.91674366	20.49578575	7.58931168	15.76909571
C5AR2	1.818019007	5.379242718	3.427846842	5.494828427	5.335199027	3.738532995	6.293792512	3.73640868
CD80	0	2.631722225	0	3.583235942	3.206580036	0	2.580994506	2.751690187
SCN9A	0.928176888	0	0	0	1.082332917	0	0	0
GAL3ST4	4.422238358	0.902405384	2.318638628	1.86013555	0	0	0	0
TRBC1	30.09782234	32.22783585	47.99903094	29.29437245	22.62267821	37.08092143	35.57347892	21.94092997
IGKC	2843.942324	16254.89418	7644.426295	9049.60131	7843.887908	7472.93919	1900.24867	1136.960549
IGHM	53.93470075	194.7878158	462.205319	319.236543	309.690798	106.5797381	504.5160814	121.4565364
TRAV13-1	0	0.883003351	0	0	0	0.930811198	0	0
TRAV13-2	0	0	0	0.906563743	0	0	0	0
TRAC	6.562394328	14.09203558	9.197400515	8.159073683	18.21697471	27.06251788	0	0
FAM174B	810.6552568	771.1716705	630.7801313	821.4766463	714.008948	587.8032944	599.5159857	1037.539006
CCR5	43.62877319	15.07687401	39.83726344	23.33084276	40.29575126	39.3346654	9.771264511	21.06693824
CLEC7A	2.501263075	46.19316354	17.71627552	42.46640497	22.63847899	25.17323292	24.80002395	5.830134075
KLRB1	0	2.624972925	1.141677583	0	1.054696142	0.961063298	0	0
ST6GALNAC4	260.5749215	277.2683271	230.1132061	452.826163	585.1187437	392.7132202	505.4824254	598.4214313
NTN3	1.930211463	0	0	0	0	0	1.199038619	0.94138482
IGHE	0	4.399054805	1.148116938	0	0	2.80636933	0	0
UGT1A8	696.3750998	0	3.463575887	148.6459293	0	0	0	0
LIME1	62.86195912	73.03448442	72.79843862	52.5568335	42.92264073	41.77002126	33.08025872	32.06576003
TRAV9-2	0.946783826	0	0	0	1.061062062	0	0	0
TRAV12-2	0	0	0	0.906563743	0	2.799570815	0	0
ICOS	0	0	0	4.532818713	0	0	0	0
PCDHA5	0	0	0	0	0	2.799570815	0	0
IGHD	4.253814672	175.3473554	162.1514845	119.2344202	91.70660955	15.68861872	163.6920646	23.87312325
